ID,URL,Location,Company,Employment Type,Years of Exp,Education Level,Data
236768,https://www.ergodotisi.com/en/JobDetails/236768/Hyperio-Software-Limited,Limassol,Hyperio Software Limited,Full Time,4,,"  Software QA Automation Engineer    Limassol CY    Computer Science Computer Science, Electrical Engineers   Hyperio Software Limited   Hyperio Software Limited is seeking to recruit a passionate Software QA Automation Engineer to joins its growing team of technologists.   1/22/2024 12:00:00 AM 2/22/2024 12:00:00 AM     Software QA Automation Engineer new REF. NUM: 236768     Limassol  posted 12 days ago     Hyperio Software Limited  expires in 19 days    133            CATEGORY: Computer Science, Electrical Engineers  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science        Hyperio is currently looking to recruit a passionate Software QA Automation Engineer to join its growing team of technologists. As a member of Hyperio Software, you will be part of one of the top truly Cloud Native/Agile transformed teams, where quality of deliverables and optimized delivery, is embedded within our DNA! This is an amazing career opportunity that will enable you to learn and further develop your skills while building a state-of the-art B2B multi-tenant SaaS platform microservices and features, using the latest technologies! Main duties and responsibilities:Creates test specifications, test plans and test execution plans based on functional and non-functional requirements.Executes and optimizes the test procedures and/ or scripts either automated (aim for full automation) or manually.Tracks and reports on the test execution in a timely manner with attention given to achieving a high level of quality.Gathers and documents the outcome of test executions and all information needed to support ongoing measurements and reporting on risks, defects, tests, and coverage.Performs full analysis to determine the root cause of bugs, failures, and discrepancies.Evaluation and communication of test results, success criteria and test coverage.Performs load, scalability, and performance tests.Regression testing.Production and test environments health monitoring from QA point of view.Derives root cause analysis for problems and makes recommendations for proactive resolution of future ones.Monitors production systems and provide control and alert mechanisms.Usability, user experience (UX) testing.Documents work and functional flows.Cross-browser compatibility testing.Supports in system integration and installation of test systems.Provides 2nd level of support, troubleshooting and bug fixing as member of the Site Reliability team.Required Skills & Experience:At least 4 years of work experience as a Software QA Engineer.University Degree in Informatics, Information Technology or a similar field.Best practices and foundation in QA.Highest level of quality awareness and solid knowledge regarding test procedures in the software development processExperience with automated testing tools and frameworks such as Katalon, Selenium, Cucumber, SpecFlow, Chimpy, etc.Experience in the context of Agile software development and appropriate test methods.Solution oriented, service based and customer-oriented approach to all tasks.Nice to have:Experience in continuous delivery process.Experience in integrating automated tests in the build/delivery chain.Experience as Test Engineer in the context of Java, Groovy, .NET, C#, JavaScript and Android.PowerShell script/ Batch scripts (improve build servers /implementation scripts)Experience with Database management.Experience with Kubernetes, Docker.Experience with orchestration tools and CI/CD pipeline (i.e. Octopus, Bitbucket, Confluence, Nexus, ELK Stack,Git, Teamcity, CircleCI).Knowledge of ITIL/DevOps.The successful candidates will become a member of a high-caliber team of technologists that is growing fast. An attractive remuneration package will be offered to the successful candidates, including a Company covered health insurance, Provident Fund, gym membership, flexible working conditions and other benefits.All job applications will be treated with strict confidentiality. For more information and job applications please click on the link below:https://hyperio.bamboohr.com/careers/37   "
234908,https://www.ergodotisi.com/en/JobDetails/234908/CareerFinders-Recruitment-Services-Ltd,Limassol,CareerFinders Recruitment Services Ltd ,Full Time,2,,"  Systems Engineer (7210)    Limassol CY    Computer Science Computer Science   CareerFinders Recruitment Services Ltd    CareerFinders, on behalf of our client, an expanding Group of Companies, we are seeking a Systems Engineer.   1/9/2024 12:00:00 AM 2/9/2024 12:00:00 AM     Systems Engineer (7210) new REF. NUM: 234908     Limassol  posted 25 days ago     CareerFinders Recruitment Services Ltd   expires in 6 days    238            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science        CareerFinders, on behalf of our client, an expanding Group of Companies with diverse business interests, including the provision of Cyber Security & Data Analytics solutions to global clientele, we are seeking to recruit a Systems Engineer to join their growing team based in Limassol. Our client is seeking applicants who are ideally educated to degree level in Computer Science, Information Technology, Engineering or another closely related discipline, who possess approximately 2+ years of relevant professional experience in Systems Engineering. You will need to possess strong Linux server administration skills and hold sound knowledge of networking protocols. Any experience with either Python or Shell (Bash) scripting will be considered an advantage. Our client offers a highly competitive remuneration and benefits package to the successful candidate, as well as a dynamic, inclusive and rewarding working environment. Key Duties/Responsibilities: Developing, configuring, testing, and deploying system solutions based on business requirements.Ensuring the smooth operation of hardware, software, and network systems, and performing regular maintenance tasks.Identifying and resolving technical issues promptly to minimize downtime and optimize system performance.Implementing security measures and protocols to protect system data and infrastructure.Working closely with cross-functional teams, communicating technical information effectively, and collaborating on projects.Maintaining detailed records, creating documentation, and generating reports on system performance and changes.Evaluating systems regularly, recommending upgrades or enhancements, and optimizing system operations to meet evolving needs.Ensuring compliance with industry standards, best practices, and company policies in system development and maintenance. Key Skills/Experience: BS or MS in Computer Science, Engineering, or a related technical discipline or equivalent experience.2+ years of industry experience as a Systems Engineer.Scripting skills are highly desired (specifically Python or Shell).Solid networking knowledge (OSI network layers, TCP/IP).Understanding of Unix systems internals and networking.Strong Linux server system administration skills.Experience with Docker.Ability to communicate effectively with team members and Management.Availability to provide support on the weekends as required. Key Benefits: Attractive remuneration package based on skills and experience.13th Salary.Provident Fund.Medical Insurance.Friday afternoon off.To apply for this vacancy, please send your CV, along with any covering letter to jobs@careerfinders.com.cy quoting the reference number ERG7210. Please note that due to the high volumes of applications received only shortlisted applicants will be responded to. To view our privacy policy, please click www.careerfinders.com.cy/privacy-policy.  "
233825,https://www.ergodotisi.com/en/JobDetails/233825/Hyperio-Software-Limited,Limassol,Hyperio Software Limited,Full Time,not given,,"  Junior DevOps Engineer    Limassol CY    Computer Science Computer Science   Hyperio Software Limited   Hyperio is currently looking to recruit a passionate Junior DevOps Engineer to join its growing team of technologists.   1/3/2024 12:00:00 AM 2/3/2024 12:00:00 AM     Junior DevOps Engineer new REF. NUM: 233825     Limassol  posted 31 days ago     Hyperio Software Limited  expires today    148            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science        The Junior DevOps Engineer will collaborate with the DevOps team to implement and maintain CI/CD pipelines, utilize scripting languages like Bash, Python, or PowerShell to automate operational tasks. The responsibilities will extend to contributing to the design and implementation of Infrastructure as Code (IaC) using tools like Terraform, supporting application deployment and monitoring on Azure cloud platforms, and efficiently troubleshooting infrastructure issues. As a member of Hyperio Software, you will be part of one of the tops truly Cloud Native/Agile transformed teams, where quality of deliverables and optimized delivery, is embedded within our DNA! This is an amazing career opportunity that will enable you to learn and further develop your skills while building a state-of the-art B2B multi-tenant SaaS platform microservices and features, using the latest technologies!  Role responsibilities: Collaborates with development and operations teams to implement and maintain CI/CD pipelines.Works on scripting tasks using languages such as Bash, Python, or PowerShell to automate routine operational processes.Assists in the design and implementation of infrastructure as code (IaC) using tools like Terraform.Supports deployment and monitoring of applications on cloud platforms such as Azure.Troubleshoots and resolves infrastructure issues in a timely and efficient manner.Collaborates with cross-functional teams to enhance communication and streamline workflows.Stays updated on industry best practices and emerging technologies in the DevOps space.Contributes to the documentation of systems, processes, and configurations. Qualifications and skills required: Bachelor's degree in Computer Science, or a related field.Proficiency in Windows/Linux/Unix systems and scripting languages (e.g., Bash, Python).Familiarity with version control systems, particularly Git.Strong team player.‘Can do’ and positive attitude.Strong communication and collaboration skills.Problem-solving mindset and attention to detail. Proficiency in English, both written and verbal.Eligibility for the HRDA scheme for graduates. Nice to have: Certifications such as Azure Fundamentals.Familiarity with application performance monitoring tools.Familiarity with container orchestration tools such as Kubernetes.Basic knowledge of CI/CD principles and tools (e.g., Jenkins). The successful candidates will become a member of a high-caliber team of technologists that is growing fast. An attractive remuneration package will be offered to the successful candidates, including a Company covered health insurance, Provident Fund, gym membership, flexible working conditions and other benefits. All job applications will be treated with strict confidentiality.  For more information and job applications please clink on the following link: https://hyperio.bamboohr.com/careers/35   "
237935,https://www.ergodotisi.com/en/JobDetails/237935/Hyperio-Software-Limited,Limassol,Hyperio Software Limited,Full Time,3,BSc,"  Software Engineer .net    Limassol CY    Computer Science Computer Science   Hyperio Software Limited   We are currently seeking to recruit a talented and passionate Software Engineer .net to join our growing team of technologists.   1/31/2024 12:00:00 AM 2/29/2024 12:00:00 AM     Software Engineer .net new REF. NUM: 237935     Limassol  posted 3 days ago     Hyperio Software Limited  expires in 26 days    92            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science        We are currently seeking to recruit a talented and passionate Software Engineer .net to join our growing team of technologists. As a member of Hyperio Software, you will be part of one of the tops truly Cloud Native/Agile transformed teams, where quality of deliverables and optimized delivery, is embedded within our DNA! The Software Engineer as a member of a product team will be responsible to develop and test quality technical and business features from start to end using best practices and according to our standards. He/she will be also responsible of analyzing system requirements, design and write clean, testable code and deliver fit for the purpose solutions and proactively ensure security, scalability, and performance of the deliverables.This is an amazing career opportunity that will enable you to learn, grow and develop your skills while building a state-of the-art B2B multi-tenant SaaS platform microservices and features, using the latest technologies! If you are a strong team player, passionate about technology, innovative, thrive on using cutting edge technologies and you are interested in being part of an amazing team of technologists… then apply today!Role responsibilities:Work within the best practices, company standards and fit for the purpose technologies and frameworksWrite clean, testable and optimized code and deliver fit for the purpose solutionsPerform bug fixing as per the established processes and guidelinesProactively ensure scalability and performance of the deliverablesComply with secure code development standardsCreate technical specifications, tasks and designs using company available toolingOptimize the performance of relational databases, ensuring optimal query execution and resource utilizationImplement best practices for database design, indexing, and query optimizationAnalyze and enhance data models to improve overall system efficiencyCollaborate with the team to design and implement optimized data structuresPerform code reviews, test and debugRefactor code to improve readability and performance Document development and designsPropose frameworks and toolsQualifications and skills required:BSc in Computer Science or equivalent field of studyAt least 3+ years of hands-on coding experienceUnderstanding of object-oriented programming and design patternsExperience with C#, .Net Core Framework and other frameworksStrong expertise in relational database management systems (RDBMS) and database optimization, and more specifically MSSQLIn-depth knowledge of SQLIn-depth knowledge of Entity FrameworkIn-depth knowledge of database optimization techniques and best practicesUnderstanding of the Azure environment utilizing the benefits of the cloud architectureGood understanding of Entity FrameworkGood understanding of S.O.L.I.D principlesGood understanding of Unit and Integration Testing and experience with associated testing frameworks (i.e. XUnit, JUnit, MsTest)Familiarity with version control software (i.e. Git, Bitbucket, Github)Strong team player‘Can do’ attitudeProblem solving abilityCommunicate effectively and clearlyFluency in English language is a mustNice to have:Experience with Agile/Scrum methodologiesExperience working with JavaScript front-end framework (i.e. ReactJS, AngularJS)Understanding and experience with NoSQL databases and Key-Value data storesExperience with Azure SQL Elastic PoolsAn attractive remuneration package will be offered to the successful candidates, including a Company covered health insurance, Provident Fund, gym membership, flexible working conditions and other benefits.All job applications will be treated with strict confidentiality. For more information and job applications please click on the link below:https://hyperio.bamboohr.com/careers/38   "
233827,https://www.ergodotisi.com/en/JobDetails/233827/Hyperio-Software-Limited,Limassol,Hyperio Software Limited,Full Time,not given,,"  Junior Data Engineer    Limassol CY    Computer Science Mathematicians / Statisticians, Computer Science, Electrical Engineers   Hyperio Software Limited   Hyperio is currently looking to recruit a passionate Junior Data Engineer to join its growing team of technologists.   1/3/2024 12:00:00 AM 2/3/2024 12:00:00 AM     Junior Data Engineer new REF. NUM: 233827     Limassol  posted 31 days ago     Hyperio Software Limited  expires today    427            CATEGORY: Mathematicians / Statisticians, Computer Science, Electrical Engineers  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science        Hyperio is currently looking to recruit a passionate Junior Data Engineer to join its growing team of technologists. The responsibilities of this role include developing and creating reports in Power BI, using SQL to extract and analyze data, collaborating with cross-functional teams to understand reporting requirements, working closely with business users to gather requirements, performing data validation and quality assurance, and staying updated on industry best practices.As a member of Hyperio Software, you will be part of one of the tops truly Cloud Native/Agile transformed teams, where quality of deliverables and optimized delivery, is embedded within our DNA! This is an fantastic career opportunity for a new graduate who wishes to learn and develop his/her skills while building a state-of the-art B2B multi-tenant SaaS platform microservices and features, using the latest technologies! Role responsibilities:Develops and creates reports in Power BI to provide actionable insights for business stakeholders.Utilizes SQL to extract, transform, and analyze data from various sources.Collaborates with cross-functional teams to understand reporting requirements and ensure data accuracy.Works closely with business users to gather and clarify reporting requirements.Performs data validation and quality assurance to ensure the accuracy of reports.Stays updated on industry best practices for data analysis and reporting.Qualifications and skills required:Bachelor's degree in Data Science, Statistics, Computer Science, or a related field.Proficiency in English, both written and verbal.Proficiency in SQL for data extraction and analysis.Strong analytical and problem-solving skills.Excellent communication skills to collaborate with various teams and gather reporting requirements.Detail-oriented with a focus on data accuracy.Eagerness to learn and adapt to new technologies.Eligible for the HRDA scheme for graduates.Preferred knowledge / experience (nice to have):Familiarity with Power BI for report creation and visualization.Knowledge of data modeling and ETL processes.Experience with other data visualization tools.Familiarity with basic statistical concepts.The successful candidate will become a member of a high-caliber team of technologists that is growing fast. An attractive remuneration package will be offered to the successful candidates, including a Company covered health insurance, Provident Fund, gym membership, flexible working conditions and other benefits.All job applications will be treated with strict confidentiality. For more information and job applications please click on the following link: https://hyperio.bamboohr.com/careers/36   "
234897,https://www.ergodotisi.com/en/JobDetails/234897/Servers.com,Limassol,Servers.com,Full Time,not given,,"  Desktop Support Engineer    Limassol CY    Computer Science Computer Science   Servers.com   We are looking for a Desktop Support Engineer to join our team in Limassol office.   1/9/2024 12:00:00 AM 2/9/2024 12:00:00 AM     Desktop Support Engineer new REF. NUM: 234897     Limassol  posted 25 days ago     Servers.com  expires in 6 days    257            CATEGORY: Computer Science  PUBLISHED BY: Public Company (PLC)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Computer Science      APPLY ONLINE   Servers.com is an international hosting provider with data centers in the US, Europe and Asia. We provide reliable business solutions: dedicated servers, cloud technologies, load balancer, firewall, Kubernetes and monitoring services.Clients use our services to deploy game servers, payment gateways, streaming services and other high-load systems.We are looking for a Desktop Support Engineer to join our team in Limassol office.Responsibilities:Prepare workplaces for new users (Apple laptops, standard PC).Perform installation and configuration procedures.Provide user support (daily issues) in office and remotely.Train new people to work with our IT systems.Handle warranty repair.Replace and maintain office hardware.Install and configure network equipment, commission new facilities.Manage documentation (warranty, accounting, inventory).Prepare manuals for setting up and using the software.Participate in system recovery after crashes and malfunction of hardware.Perform other activities for the maintenance and development of infrastructure.We expect:At least 1-year experience in a similar position.Knowledge of computer components, peripherals, network equipment.Knowledge of principles and methods of networking.Basic knowledge of macOS, Windows 11, 10.Experience in developing internal documentation.Excellent interpersonal and communication skills.Would be a plus:Excellent writing and editing skills in English, Greek.Experience in Windows Server and Linux administration.Experience in networking (routing, WiFi management).Experience in MDM Solutions.We offer:Challenging tasks and opportunity for professional development.Competitive salary and medical insurance.Daily lunches in the office.  "
237751,https://www.ergodotisi.com/en/JobDetails/237751/Amdocs-Ltd,Limassol,Amdocs Ltd,Full Time,not given,,"  SW Test Engineer (Graduate)    Limassol CY    Telecommunication / Internet Computer Science, Mechanical Engineers   Amdocs Ltd   You will prioritize test execution, hands on validation and certification of the software readiness.   1/30/2024 12:00:00 AM 2/29/2024 12:00:00 AM     SW Test Engineer (Graduate) new REF. NUM: 237751     Limassol  posted 4 days ago     Amdocs Ltd  expires in 26 days    185            CATEGORY: Computer Science, Mechanical Engineers  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Telecommunication / Internet        In one sentenceYou will prioritize test execution, hands on validation and certification of the software readiness.What will your job look like?Accomplish test procedures and/ or scripts either manually or by automated tools.Supervise and report on the test execution in a timely manner with attention given to achieving outstanding quality.Capture and detail the outcome of test executions and all information needed to support ongoing measurements and reporting on risks, defects, tests, and coverage.Analyze reports and discrepancies to resolve root cause and evaluate script failures at a high level.Compare and analyze system behavior vs. encouraged results/important metrics based on business and technical requirements. Identifies issues, proposes system improvements and performs repetitive test execution to resolve identified issues.You will participate and contribute to internal design reviews of testing materials.All you need is...B.A. / B.SC in IT / Computer Science / Industrial Engineering / Systems Analysis.Knowledge in Programming, testing tools and testing methodologies.Hands-on technical experience in testing of software projects.Why you will love this job:Get the chance to work with the industry's most ground-breaking testing technologies and help customers shift into the new testing realities of the digitized world!Get the opportunity to work in a growing organization, with ever growing opportunities for personal growth and one of the highest scores of employee engagement in Amdocs!We offer a wide range of stellar benefits including health, dental, vision, and life insurance as well as paid time off, sick time, and parental leave!If you are interested, please apply here.Amdocs is an equal opportunity employer. We welcome applicants from all backgrounds and are committed to fostering a diverse and inclusive workforce   "
234301,https://www.ergodotisi.com/en/JobDetails/234301/Tickmill-Europe-LTD,Limassol,Tickmill Europe LTD,Full Time,2,,"  Mobile Quality Assurance Engineer    Limassol CY    Forex Computer Science, Forex   Tickmill Europe LTD   Tickmill is looking to hire Mobile Quality Assurance Engineer to join our rapidly expanding team.   1/4/2024 12:00:00 AM 2/4/2024 12:00:00 AM     Mobile Quality Assurance Engineer new REF. NUM: 234301     Limassol  posted 30 days ago     Tickmill Europe LTD  expires tomorrow    859            CATEGORY: Computer Science, Forex  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Forex        Are you looking for the next professional opportunity, that will challenge you and advance your career? Join our team now! Tickmill is looking to hire Mobile Quality Assurance Engineer to join our rapidly expanding team.  Join a high-caliber team and contribute to its success with your passion, hard-work and positive attitude. About Tickmill  Tickmill is an award-winning, multi-regulated broker offering a wide range of asset classes including CFDs on Forex, Stocks, Indices, Commodities, Cryptocurrencies and bonds, as well as Exchange Traded Derivatives (Futures & Options). The Tickmill Group was established in 2014, and employs over 280 individuals through its offices in London, Cyprus, Estonia, South Africa and several other regional offices globally. Our philosophy is based on trust, transparency, and diversity, reflected in both our workplace culture and outstanding customer support. Our employees, a multilingual team of highly skilled professionals from every continent, are the backbone of the company. Their hard work and dedication are what makes it possible to rank among the best in the industry. Tickmill offers a competitive benefits package, hybrid work model, team-building events, and many opportunities for professional growth.  What will your job look like? The Mobile QA Engineer will have the chance to work closely with the teams of Software Development and Product Management to compose and perform various manual tests on existing mobile functionalities and future software features, using Agile Methodologies and cutting-edge tools and technologies.  What will you need to be able to do the job?  At least 2 years of previous work experience in Software Quality Assurance. Hands on experience testing native mobile applications for both Android and iOS.Familiar with adb, Android Studio, Xcode. Knowledge of Software QA Methodologies. Good analytical and planning skills. Experience in defining acceptance criteria. Excellent command of English language. Computer Science or other relevant College or University Degree. Experience in writing clear, concise and comprehensive test plans and test cases Knowledge of test management software (i.e. TestRail, Zephyr) and tracking tools like JIRA/Confluence. Excellent team player. Positive can-do attitude. Hands-on experience with both white box and black box testing An ability to work with short deadlines and under pressure. It will be considered as a plus if you have: Experience with Test Automation Software (Cucumber, Selenium). Mobile Automation using Appium or similar tools. Experience with setting up device farms for mobile testing. Previous experience within FX Industry on a similar IT field or an ISTQB certificate.  By joining us, you can expect: A Unique Opportunity for a career in a global, fast-growing company.Attractive remuneration package based on qualifications and experience (including 13th salary and Discretionary Bonuses to reward exceptional performance). Opportunities to learn and grow through our “Employee Training & Development program”.A great chance to focus on your Health and Wellness through a Free Gym membership (Sanctum Spa & Fitness @Limassol Marina) and Medical Insurance Cover, which includes Outpatient, Inpatient, and Dental Care.Multiple events to bond with the team and the group through Quarterly/Semestrial Team Activities for all the Company.Participation in our welfare investment and savings plan through our Provident Fund Scheme.Birthday Half Day off plus a gift.Complimentary Lunch once per week.Loyalty benefits. Make your next Career step and apply NOW! *Due to the great number of applications, we receive for each of our open vacancies, we are unable to respond on an individual basis.   "
236349,https://www.ergodotisi.com/en/JobDetails/236349/CYPRUS-SEA-LINES-CO.-LTD,Limassol,CYPRUS SEA LINES CO. LTD,Full Time,3,,"  Software Engineer    Limassol CY    Shipping companies Computer Science   CYPRUS SEA LINES CO. LTD   We are a group of shipping companies located in North Athens and in Limassol, Cyprus.   1/18/2024 12:00:00 AM 2/18/2024 12:00:00 AM     Software Engineer new REF. NUM: 236349     Limassol  posted 16 days ago     CYPRUS SEA LINES CO. LTD  expires in 15 days    186            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Shipping companies        Responsibilities Develop frontend using Angular framework;Develop and maintain Java EE/Angular applications; Implementation, testing and documentation of enterprise level tailor made multi-tier applications; Participate in the entire application lifecycle, focusing on coding and debugging; Write clean code to develop functional web applications; Build reusable code and libraries for future use; Liaise with developers, designers and system administrators to identify new features;Possibly also lead the aforementioned professional team. Qualifications Bachelor’s degree in Computer Science or other relevant field (i.e. Engineering); Minimum 2-3 years of experience with the full software development lifecycle in developing Spring framework/Spring Boot or Java/JEE applications; Solid background in Object Oriented Analysis and Design; Excellent knowledge of Angular, Typescript, HTML, and CSS; Excellent knowledge of JEE, Spring Boot, and ORM (JPA2, Hibernate); Very good knowledge of Relational Databases (preferred Oracle DB, PostgreSQL); Experience in Git, Maven, and Docker; Excellent written and oral use of English; Work experience in the shipping industry. The successful candidate will join a highly professional team of Software Engineers that use state-of-the-art technologies to implement challenging custom in-house software projects. For applications please send your CV to the following email: office@snicolaoulaw.com  "
236058,https://www.ergodotisi.com/en/JobDetails/236058/F.C-Fluence-LTD,Limassol,F.C Fluence LTD,Full Time,2,,"  System Engineer    Limassol CY    Technology Industry Computer Science   F.C Fluence LTD   Are you a tech enthusiast ready to innovate and elevate? Join our dynamic team as a System Engineer!   1/17/2024 12:00:00 AM 2/17/2024 12:00:00 AM     System Engineer new REF. NUM: 236058     Limassol  posted 17 days ago     F.C Fluence LTD  expires in 14 days    193            CATEGORY: Computer Science  PUBLISHED BY: Private Company (LTD)   EMPLOYMENT TYPE: Fulltime INDUSTRY: Technology Industry        Company Overview We are a global, fast-growing cyber tech company at the forefront of providing cutting-edge security solutions worldwide. Our dynamic and innovative team is growing, and we are actively seeking an experienced System Engineer for our office in Limassol. System Engineer Job Description Join our dynamic team as a System Engineer! Are you a tech enthusiast ready to innovate and elevate? We're seeking a skilled problem-solver with expertise in designing, implementing, and maintaining complex systems. Join us in our mission to revolutionize the tech landscape. Bring your passion for cutting-edge technology and be part of a collaborative environment where your ideas shape the future. Apply now and become an integral part of our forward-thinking team! Responsibilities: Design and Implementation: Developing, configuring, testing, and deploying system solutions based on business requirements.System Maintenance: Ensuring the smooth operation of hardware, software, and network systems, and performing regular maintenance tasks.Troubleshooting and Problem-Solving: Identifying and resolving technical issues promptly to minimize downtime and optimize system performance.Security Management: Implementing security measures and protocols to protect system data and infrastructure.Collaboration and Communication: Working closely with cross-functional teams, communicating technical information effectively, and collaborating on projects.Documentation and Reporting: Maintaining detailed records, creating documentation, and generating reports on system performance and changes.Upgrades and Optimization: Evaluating systems regularly, recommending upgrades or enhancements, and optimizing system operations to meet evolving needs.Adherence to Standards: Ensuring compliance with industry standards, best practices, and company policies in system development and maintenance. Requirements: BS or MS in Computer Science, Engineering, or a related technical discipline or equivalent experience2+ years of industry experience as a System EngineerScripting skills are highly desired - specifically Python or shell (bash)Solid networking knowledge (OSI network layers, TCP/IP)Understanding of Unix systems internals and networkingStrong Linux server system administration skillsExperience on DockerAbility to communicate effectively with team members and managers.Availability to provide support on the weekends. Benefits: Attractive renumeration package13th salary Provident fundMedical InsuranceFriday afternoon freeLunch - Free fruits and snacksModern offices in the city center of LimassolWe offer hybrid work environment Application: If you are interested in this job position, please send your CV to the email below: ninak@calliope-consult.com Kindly note that due to the high volume of CVs only successful candidates will be contacted.   "
